6.00E+119,AGARTALA,1420,GUWAHATI,1530,1650
6.00E+133,KOLKATA,1340,BENGALURU,1625,4275
6.00E+153,MUMBAI,1520,BHOPAL,1650,1950
6.00E+171,KOLKATA,1400,RAIPUR,1600,3000
6.00E+194,HYDERABAD,1425,TIRUPATI,1535,1650
6.00E+203,DELHI,1410,PATNA,1550,2100
6.00E+218,JAIPUR,1350,MUMBAI,1555,3075
6.00E+228,GOA,1515,INDORE,1720,3075
6.00E+233,MUMBAI,1355,COIMBATORE,1600,3675
6.00E+239,MUMBAI,1430,MADURAI,1640,3150
6.00E+256,DELHI,1410,GOA,1635,3375
6.00E+292,PATNA,1340,HYDERABAD,1600,3900
6.00E+305,HYDERABAD,1350,VISAKHAPATNAM,1510,2400
6.00E+306,LUCKNOW,1410,DELHI,1525,1725
6E1785,MALE,1405,MUMBAI,1740,5025
6E1864,DHAKA,1450,KOLKATA,1520,1050
6E2021,IMPHAL,1340,DELHI,1705,5475
6E2025,GOA,1530,DELHI,1820,4350
6E2028,DELHI,1525,CHENNAI,1820,4425
6E2048,DELHI,1330,SILIGURI,1510,2700
6E2053,DELHI,1345,BHOPAL,1520,2625
6E2055,AURANGABAD,1320,DELHI,1520,3000
6E2067,GAYA,1315,DELHI,1505,2850
6E2124,SRINAGAR,1420,DELHI,1600,2700
6E2132,DELHI,1300,SRINAGAR,1430,1950
6E2148,DELHI,1455,SRINAGAR,1640,2775
6E2151,DELHI,1245,CHANDIGARH,1340,1425
6E2152,CHANDIGARH,1420,DELHI,1525,1575
6E2158,DIBRUGARH,1400,GUWAHATI,1510,1650
6E2164,DELHI,1310,HYDERABAD,1530,3300
6E2171,DELHI,1405,JAMMU,1535,1950
6E2192,DELHI,1415,GUWAHATI,1630,3225
6E2408,DELHI,1530,CHANDIGARH,1630,1500
6E2423,DELHI,1410,BENGALURU,1655,3675
6E2424,DELHI,1410,LUCKNOW,1520,1650
6E3104,UDAIPUR,1535,COCHIN,1805,4050
6E317,MUMBAI,1350,GOA,1510,2400
6E319,RANCHI,1350,DELHI,1510,2400
6E359,HYDERABAD,1520,KOLKATA,1725,3075
6E381,GOA,1400,HYDERABAD,1520,1800
6E389,CHANDIGARH,1425,GOA,1710,4275
6E412,GOA,1530,CHENNAI,1715,2775
6E431,MUMBAI,1445,NAGPUR,1615,2550
6E449,KOLKATA,1420,JAIPUR,1700,4200
6E458,BHUBANESWAR,1400,KOLKATA,1515,1725
6E465,RAIPUR,1410,MUMBAI,1610,3000
6E509,DELHI,1505,RAIPUR,1650,2175
6E514,VARANASI,1345,CHENNAI,1615,4050
6E527,HYDERABAD,1340,BHUBANESWAR,1520,2700
6E531,DELHI,1250,MUMBAI,1505,3825
6E5317,MUMBAI,1400,LUCKNOW,1605,3075
6E536,COCHIN,1345,CHENNAI,1510,2475
6E5361,MUMBAI,1455,HYDERABAD,1620,2475
6E5382,MUMBAI,1455,INDORE,1625,2550
6E548,CHENNAI,1405,CHANDIGARH,1710,4575
6E5997,ALLAHADABAD,1350,BENGALURU,1625,4125
6E6097,GOA,1500,MUMBAI,1630,1950
6E6117,HYDERABAD,1445,CHENNAI,1610,2475
6E6123,KOLKATA,1345,DERADUN,1600,3825
6E6178,SRINAGAR,1230,CHANDIGARH,1345,1725
6E6215,DELHI,1250,MUMBAI,1505,3825
6E6238,UDAIPUR,1520,HYDERABAD,1705,2775
6E624,CHENNAI,1425,HYDERABAD,1535,1650
6E6279,PUNE,1350,NAGPUR,1515,2475
6E6284,MUMBAI,1415,DELHI,1620,3075
6E6318,GORAKHPUR,1500,HYDERABAD,1730,3450
6E6353,IMPHAL,1425,KOLKATA,1550,1875
6E638,DELHI,1430,MUMBAI,1645,3225
6E6468,HYDERABAD,1355,DELHI,1625,4050
6E6505,HYDERABAD,1415,BENGALURU,1530,1725
6E653,DELHI,1350,AHMEDABAD,1525,2625
6E6536,VARANASI,1400,AHMEDABAD,1610,3150
6E6597,MUMBAI,1410,BHUBANESWAR,1630,3300
6E6616,KOLKATA,1435,DELHI,1715,4200
6E673,LUCKNOW,1340,MUMBAI,1610,4050
6E6814,KOLKATA,1340,BENGALURU,1625,4275
6E6955,VISAKHAPATNAM,1420,KOLKATA,1555,2025
6E7122,BHOPAL,1420,HYDERABAD,1645,3375
6E7186,TUTICORIN,1515,CHENNAI,1655,2100
6E7205,HYDERABAD,1445,VIJAYAWADA,1610,2475
6E7216,HYDERABAD,1435,KANNUR,1645,3150
6E7232,CHENNAI,1345,MANGALORE,1540,2925
6E7236,HYDERABAD,1410,RAJAHMUNDRY,1535,1875
6E7308,RAIPUR,1350,HYDERABAD,1610,3900
6E7347,AURANGABAD,1400,HYDERABAD,1525,1875
6E7352,KARIPUR,1350,CHENNAI,1535,2775
6E749,MUMBAI,1535,UDAIPUR,1700,2475
6E759,CHENNAI,1420,COIMBATORE,1515,1425
6E789,COCHIN,1350,KOLKATA,1645,4425
6E815,PUNE,1425,HYDERABAD,1535,1650
6E8202,DUBAI,1130,KOLKATA,1735,9075
6E8295,DELHI,1400,DHAKA,1650,3750
6E882,PUNE,1410,LUCKNOW,1700,4350
6E8941,COCHIN,1340,RIYADH,1640,4500
6E932,SILCHAR,1340,KOLKATA,1520,2700
6E937,MADURAI,1400,BENGALURU,1520,1800
6E958,MUMBAI,1500,GUWAHATI,1800,4500
6E969,MADURAI,1410,HYDERABAD,1545,2025
6E994,AGARTALA,1350,KOLKATA,1450,1500
6E9964,KATUNAYAKE,1340,CHENNAI,1505,2475
6E998,HYDERABAD,1420,JAIPUR,1630,3150
AI1102,DELHI,1615,MUMBAI,1825,3150
AI1126,DELHI,1615,CHENNAI,1905,4350
AI1171,AHMEDABAD,1425,HEATHROW,1830,6075
AI1174,DELHI,1615,COCHIN,1915,4500
AI129,MUMBAI,1505,HEATHROW,1935,6450
AI1920,NAIROBI,1500,AHMEDABAD,2330,12450
AI1922,LUCKNOW,1655,DELHI,1745,1350
AI1948,THIRUVANANTAPURAM,1725,MUMBAI,1915,2850
AI403,DELHI,1400,RAJKOT,1550,2250
AI404,RAJKOT,1700,DELHI,1845,2175
AI415,DELHI,1700,PATNA,1840,2100
AI417,DELHI,1720,RANCHI,1905,2775
AI421,DELHI,1355,INDORE,1530,2625
AI422,INDORE,1630,DELHI,1810,2700
AI425,DELHI,1400,KANNUR,1705,4575
AI427,DELHI,1725,VARANASI,1855,1950
AI451,DELHI,1820,VISAKHAPATNAM,2035,3225
AI465,DELHI,1805,COCHIN,2105,4500
AI467,DELHI,1700,VIJAYAWADA,1920,3300
AI471,DELHI,1320,UDAIPUR,1435,1725
AI472,UDAIPUR,1510,DELHI,1630,1800
AI473,DELHI,1625,BHUBANESWAR,1830,3075
AI475,DELHI,1500,JODHPUR,1615,1725
AI476,JODHPUR,1700,DELHI,1820,1800
AI478,BHUBANESWAR,1345,DELHI,1615,4050
AI501,DELHI,1710,BENGALURU,1955,3675
AI503,BENGALURU,1700,DELHI,1955,3825
AI512,DELHI,1330,THIRUVANANTAPURAM,1650,4800
AI513,THIRUVANANTAPURAM,1750,DELHI,2105,5325
AI522,VISAKHAPATNAM,1630,HYDERABAD,1805,2625
AI529,HYDERABAD,1605,KOLKATA,1810,3075
AI537,DELHI,1700,MUMBAI,1915,3225
AI544,DELHI,1615,HYDERABAD,1825,3150
AI545,CHENNAI,1355,HYDERABAD,1455,1500
AI546,HYDERABAD,1555,CHENNAI,1700,2175
AI550,PORT BLAIR,1615,CHENNAI,1825,3150
AI565,BENGALURU,1530,LUCKNOW,1800,4050
AI571,HYDERABAD,1515,JAIPUR,1710,2925
AI574,PATNA,1500,BENGALURU,1730,3450
AI631,MUMBAI,1630,BHOPAL,1800,2550
AI637,MUMBAI,1715,AHMEDABAD,1850,2025
AI651,VISAKHAPATNAM,1430,MUMBAI,1630,3000
AI652,MUMBAI,1700,RAIPUR,1845,2175
AI655,MUMBAI,1630,RAJKOT,1740,1650
AI672,MADURAI,1355,CHENNAI,1500,2175
AI687,MUMBAI,1645,DELHI,1900,3825
AI7052,SUVARNABHUMI,1210,TAOYUAN,1645,6525
AI710,DIMAPUR,1435,KOLKATA,1605,2550
AI714,LENGPUI,1400,IMPHAL,1500,1500
AI745,KOLKATA,1430,AGARTALA,1540,1650
AI746,AGARTALA,1630,KOLKATA,1750,1800
AI7559,ADDIS ABABA,1145,ENTEBBE,1345,3000
AI7561,ADDIS ABABA,1110,KIAGLI,1240,1950
AI7563,LUSAKA,1335,HARAE,1435,1500
AI7571,ENTEBBE,1500,ADDIS ABABA,1700,3000
AI811,DELHI,1800,LUCKNOW,1915,1725
AI891,DELHI,1455,GUWAHATI,1715,3900
AI9018,COIMBATORE,1405,DELHI,1715,4650
AI9513,BENGALURU,1540,BELAGAVI,1705,2475
AI9527,VISAKHAPATNAM,1345,VIJAYAWADA,1445,1500
AI9536,BENGALURU,1555,KOLHAPUR,1725,2550
AI9551,CHENNAI,1555,MADURAI,1720,2475
AI9603,DELHI,1455,ALLAHADABAD,1640,2775
AI9604,ALLAHADABAD,1705,DELHI,1900,2925
AI9609,DELHI,1810,DERADUN,1910,1500
AI9617,DELHI,1600,JABALPUR,1800,3000
AI9624,DIU,1425,MUMBAI,1530,1575
AI9651,MUMBAI,1635,BHAVANAGAR,1750,1725
AI9683,JAIPUR,1345,BHOPAL,1515,2550
AI9684,RAIPUR,1745,BHOPAL,1925,2700
AI9711,KOLKATA,1400,SHILLONG,1540,2100
AI9712,SHILLONG,1600,KOLKATA,1745,2175
AI9714,CHANDIGARH,1405,DHARAMSALA,1500,1425
AI9719,BHUBANESWAR,1400,RANCHI,1515,1725
AI9751,KOLKATA,1600,LILABARI,1810,3150
AI9809,DELHI,1335,GORAKHPUR,1535,3000
AI9810,GORAKHPUR,1600,DELHI,1800,3000
AI9834,BIKANER,1415,DELHI,1545,1950
AI9876,BENGALURU,1600,KOLHAPUR,1720,1800
AI9886,RAIPUR,1355,JAGADALPUR,1455,1500
AI9887,AHMEDABAD,1525,NASIK,1640,1725
AI9898,BENGALURU,1555,MYSORE,1730,2625
G8101,DELHI,835,KOLKATA,950,1725
G81101,KOLKATA,1335,PORT BLAIR,1415,1200
G81102,PORT BLAIR,725,KOLKATA,930,3075
G8113,DELHI,600,BENGALURU,840,3600
G8122,KOLKATA,930,HYDERABAD,1145,3225
G8128,KOLKATA,620,PATNA,735,1725
G81304,PORT BLAIR,745,CHENNAI,950,3075
G8132,PATNA,915,DELHI,1055,2100
G8135,DELHI,645,PATNA,815,2550
G8136,VARANASI,1030,KOLKATA,1140,1650
G8141,MUMBAI,1120,GOA,1230,1650
G8145,DELHI,950,JAMMU,1120,2550
G8146,RANCHI,955,DELHI,1150,2925
G8148,JAMMU,1150,DELHI,1320,2550
G81507,MUMBAI,1910,DUBAI,2100,2850
G8151,DELHI,1015,GUWAHATI,1230,3225
G8152,GUWAHATI,1300,DELHI,1545,3675
G8153,DELHI,1315,SILIGURI,1520,3075
G8155,DELHI,735,RANCHI,910,2625
G8156,VARANASI,830,KOLKATA,945,1725
G8157,DELHI,1040,SILIGURI,1255,3225
G8173,DELHI,715,PUNE,915,3000
G8176,LUCKNOW,925,DELHI,1035,1650
G8177,DELHI,900,INDORE,1020,1800
G8190,DELHI,710,SRINAGAR,825,1725
G8191,DELHI,1120,SRINAGAR,1240,1800
G8192,SRINAGAR,815,DELHI,940,1875
G8197,SRINAGAR,905,JAMMU,950,675
G8199,DELHI,615,SRINAGAR,730,1725
G8203,DELHI,630,LEH,745,1725
G8204,LEH,830,DELHI,1000,2550
G8241,BENGALURU,1200,PUNE,1320,1800
G8243,AHMEDABAD,840,MUMBAI,950,1650
G8245,MUMBAI,1930,AHMEDABAD,2035,1575
G82604,INDORE,1110,DELHI,1235,1875
G82607,MUMBAI,540,JAIPUR,740,3000
G82608,JAIPUR,820,MUMBAI,1005,2775
G8273,PATNA,935,BENGALURU,1155,3300
G8281,LUCKNOW,830,KOLKATA,1005,2625
G8287,JAMMU,1045,SRINAGAR,1130,1275
G8289,MUMBAI,1100,JAMMU,1345,3675
G8297,LENGPUI,1030,GUWAHATI,1130,1500
G8298,GUWAHATI,1200,LENGPUI,1300,1500
G8306,MUMBAI,1935,LUCKNOW,2150,3225
G8307,LUCKNOW,550,MUMBAI,805,3825
G8317,MUMBAI,540,BENGALURU,715,2625
G8327,MUMBAI,600,DELHI,805,3075
G8334,DELHI,605,MUMBAI,810,3075
G8337,VARANASI,1200,MUMBAI,1415,3225
G8341,NAGPUR,800,MUMBAI,930,1950
G8343,BENGALURU,810,MUMBAI,950,2100
G8344,MUMBAI,600,NAGPUR,730,1950
G8347,MUMBAI,1100,COCHIN,1310,3150
G8349,MUMBAI,915,VARANASI,1125,3150
G8351,MUMBAI,855,PATNA,1110,3825
G8352,PATNA,1140,MUMBAI,1405,3975
G8365,MUMBAI,630,AHMEDABAD,740,1650
G8378,MUMBAI,1030,HYDERABAD,1145,1725
G8379,HYDERABAD,1855,MUMBAI,2020,2475
G8382,GOA,1320,MUMBAI,1435,1725
G8392,KANNUR,400,MUMBAI,550,2250
G8395,DELHI,1135,MUMBAI,1340,3075
G8397,MUMBAI,635,LUCKNOW,840,3075
G8403,VARANASI,900,DELHI,1040,2100
G8424,HYDERABAD,605,DELHI,815,3150
G8502,HYDERABAD,1100,VARANASI,1300,3000
G8503,VARANASI,1330,HYDERABAD,1530,3000
G8511,MUMBAI,1900,KOLKATA,2110,3150
G8513,MUMBAI,600,KOLKATA,800,3000
G8515,HYDERABAD,1240,PATNA,1430,2850
G8528,KOLKATA,1215,SILIGURI,1320,1575
G8532,AHMEDABAD,615,KOLKATA,750,2025
G8539,KOLKATA,1045,GUWAHATI,1150,1575
G8540,GUWAHATI,1225,KOLKATA,1340,1725
G8561,MUMBAI,1055,CHANDIGARH,1310,3825
G8701,JAIPUR,910,AHMEDABAD,1040,1950
G8714,AHMEDABAD,810,DELHI,940,1950
G8715,DELHI,600,AHMEDABAD,730,1950
G8721,PUNE,955,DELHI,1200,3675
G8767,AHMEDABAD,820,VARANASI,1025,3075
G8768,VARANASI,1100,AHMEDABAD,1300,3000
G8801,BENGALURU,615,AHMEDABAD,840,3375
G8802,AHMEDABAD,920,BENGALURU,1120,3000
G8810,BENGALURU,925,CHANDIGARH,1215,4350
G8811,CHANDIGARH,1300,BENGALURU,1555,3825
G8830,BENGALURU,530,KOLKATA,750,3300
G8836,BHUBANESWAR,1850,BENGALURU,2045,2925
G8873,BENGALURU,620,PATNA,845,3375
G8903,CHENNAI,625,PUNE,800,2625
G8904,PUNE,845,CHENNAI,1020,2625
G8905,CHENNAI,1330,PUNE,1515,2775
G8909,CHENNAI,710,AHMEDABAD,915,3075
G8910,AHMEDABAD,1000,CHENNAI,1215,3225
G89210,LUCKNOW,900,RIYADH,1430,7950
G8923,CHENNAI,1120,PATNA,1335,3225
IX1114,ABU DHABI,5,DELHI,505,7500
IX1121,KUALA LUMPUR,1600,DELHI,1850,3750
IX1122,DELHI,715,KUALA LUMPUR,1500,11775
IX1193,LUCKNOW,1030,DUBAI,1330,4500
IX1194,DUBAI,115,LUCKNOW,640,7875
IX1247,MUMBAI,625,DUBAI,815,2850
IX1248,DUBAI,915,MUMBAI,1345,6450
IX13,COIMBATORE,1405,DELHI,1715,4650
IX1345,KARIPUR,905,DUBAI,1130,3375
IX1346,DUBAI,1230,KARIPUR,1810,8700
IX1351,KARIPUR,855,SHARJAH,1120,3975
IX1354,SHARJAH,1220,KARIPUR,1800,8700
IX14,DELHI,955,COIMBATORE,1255,4500
IX1419,COCHIN,900,ABU DHABI,1130,3450
IX1452,ABU DHABI,1230,COCHIN,1745,7725
IX1473,COCHIN,910,BAHRIN,1100,2850
IX1474,BAHRIN,1200,COCHIN,1905,10575
